model_name,pred_len,dataset,mae,mse,rmse,mape,mspe,exp_name,lookback_len,pwindow,pconstructor,mae_identity,mse_identity,rmse_identity,mape_identity,mspe_identity,exp_name_identity,lookback_len_identity,mse_diff,improvement
iTransformer,192,ETTm2,0.25321868,0.11775566,0.34315544,0.65262663,18.3801,long_term_forecast_ETTh1_192_96ETTm2_w501_prollcov.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,prollcov.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0024258100000000005,2.018455923363228
iTransformer,192,ETTm2,0.25564387,0.117874615,0.3433287,0.6668027,18.299614,long_term_forecast_ETTh1_192_96ETTm2_w1501_ipfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,ipfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0023068549999999965,1.919476438422659
Autoformer,96,ETTh1,0.2674446,0.117879584,0.34333596,0.21285532,0.07815839,long_term_forecast_96_96ETTh1_w1251_ipfarm.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,1251,ipfarm.csv,0.2667271,0.11637306,0.34113497,0.20358051,0.067113064,long_term_forecast_96_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.0015065239999999952,-1.2945642230254968
iTransformer,192,ETTm2,0.2563116,0.11796548,0.34346104,0.67881465,19.33661,long_term_forecast_ETTh1_192_96ETTm2_w1001_ipentropy.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,ipentropy.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.002215990000000001,1.8438699410150343
Autoformer,336,ETTh1,0.27177685,0.11802341,0.34354535,0.20832564,0.07204357,long_term_forecast_336_96ETTh1_w501_pmutual_info.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,501,pmutual_info.csv,0.27101505,0.11830301,0.34395203,0.2067273,0.07041349,long_term_forecast_336_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,0.00027960000000000484,0.23634225367554457
iTransformer,192,ETTm2,0.2571031,0.11807397,0.34361893,0.6791275,19.592102,long_term_forecast_ETTh1_192_96ETTm2_w1251_ipmutual_info.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,ipmutual_info.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0021074999999999983,1.7535981212411518
Autoformer,336,ETTh1,0.27101505,0.11830301,0.34395203,0.2067273,0.07041349,long_term_forecast_336_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,,identity,0.27101505,0.11830301,0.34395203,0.2067273,0.07041349,long_term_forecast_336_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,0.0,0.0
iTransformer,192,ETTm2,0.25530693,0.118411094,0.34410912,0.66663706,19.206581,long_term_forecast_ETTh1_192_96ETTm2_w751_ipfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,ipfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.001770376000000004,1.4730856595446902
iTransformer,192,ETTm2,0.25544453,0.11844664,0.34416077,0.6770125,19.399132,long_term_forecast_ETTh1_192_96ETTm2_w1001_prollcov.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,prollcov.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0017348299999999928,1.4435087206039274
iTransformer,192,ETTm2,0.2555842,0.11858965,0.3443685,0.6645976,18.102232,long_term_forecast_ETTh1_192_96ETTm2_w1251_iprollcov.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,iprollcov.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0015918199999999938,1.3245136708678915
Crossformer,96,ETTm1,0.2898499,0.11870864,0.3445412,0.21539295,0.06320496,long_term_forecast_96_96ETTm1_w1501_iprollcov.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,iprollcov.csv,0.22750285,0.0796317,0.2821909,0.16669913,0.04103686,long_term_forecast_96_96ETTm1.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.039076940000000004,-49.072090637271344
Autoformer,96,ETTm2,0.267081,0.118791685,0.34466168,0.6664973,17.061945,long_term_forecast_96_96ETTm2_w501_ipentropy.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,ipentropy.csv,0.27271086,0.1226645,0.35023493,0.6977191,17.674967,long_term_forecast_96_96ETTm2.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0038728150000000017,3.157241907805438
Autoformer,96,ETTh1,0.26974723,0.11898375,0.34494022,0.21344845,0.07756627,long_term_forecast_96_96ETTh1_w1501_ipfarm.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,1501,ipfarm.csv,0.2667271,0.11637306,0.34113497,0.20358051,0.067113064,long_term_forecast_96_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.002610689999999999,-2.2433800400195705
Autoformer,96,ETTm2,0.26543692,0.11900561,0.3449719,0.68151015,18.204903,long_term_forecast_96_96ETTm2_w751_ipentropy.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,ipentropy.csv,0.27271086,0.1226645,0.35023493,0.6977191,17.674967,long_term_forecast_96_96ETTm2.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.003658889999999998,2.9828434469630563
iTransformer,192,ETTm2,0.25667706,0.11946169,0.3456323,0.673182,19.178934,long_term_forecast_ETTh1_192_96ETTm2_w1001_ipfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,ipfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0007197800000000032,0.5989109635620227
iTransformer,192,ETTm2,0.2557925,0.11952021,0.34571695,0.69253504,21.440283,long_term_forecast_ETTh1_192_96ETTm2_w1501_ipmutual_info.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,ipmutual_info.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0006612599999999969,0.5502179329309226
iTransformer,192,ETTm2,0.2557174,0.11952135,0.3457186,0.66580576,18.603344,long_term_forecast_ETTh1_192_96ETTm2_w1501_pfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,pfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0006601200000000002,0.5492693673991508
iTransformer,192,ETTm2,0.25843075,0.11984517,0.3461866,0.65930104,17.235245,long_term_forecast_ETTh1_192_96ETTm2_w501_ipfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,ipfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0003362999999999977,0.27982683187349744
iTransformer,192,ETTm2,0.2582019,0.12004882,0.3464806,0.67568916,18.781498,long_term_forecast_ETTh1_192_96ETTm2_w501_iprollcorr.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,iprollcorr.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.00013264999999999805,0.11037475244727664
Autoformer,96,ETTh1,0.27291042,0.12006345,0.34650174,0.21820466,0.08216293,long_term_forecast_96_96ETTh1_w1001_ipfarm.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,1001,ipfarm.csv,0.2667271,0.11637306,0.34113497,0.20358051,0.067113064,long_term_forecast_96_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.0036903900000000017,-3.171172090860206
iTransformer,192,ETTm2,0.2581654,0.120098054,0.34655166,0.67808694,19.774248,long_term_forecast_ETTh1_192_96ETTm2_w1251_ipfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,ipfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,8.341600000000282e-05,0.06940837052500924
iTransformer,192,ETTm2,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,,identity,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0,0.0
Crossformer,96,ETTm1,0.2891393,0.1201904,0.34668487,0.214574,0.06355394,long_term_forecast_96_96ETTm1_w1251_pfarm.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,pfarm.csv,0.22750285,0.0796317,0.2821909,0.16669913,0.04103686,long_term_forecast_96_96ETTm1.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0405587,-50.93285714106317
iTransformer,192,ETTm2,0.25873777,0.12052941,0.34717345,0.67783415,18.725325,long_term_forecast_ETTh1_192_96ETTm2_w501_pmutual_info.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,pmutual_info.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0003479400000000049,-0.28951218519793853
Autoformer,96,ETTh1,0.27641076,0.120614596,0.34729612,0.22370344,0.086707585,long_term_forecast_96_96ETTh1_w1251_pfarm.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,1251,pfarm.csv,0.2667271,0.11637306,0.34113497,0.20358051,0.067113064,long_term_forecast_96_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.004241536000000004,-3.644774830188365
iTransformer,192,ETTm2,0.25943172,0.1208487,0.347633,0.6869707,20.125967,long_term_forecast_ETTh1_192_96ETTm2_w751_pfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,pfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0006672300000000048,-0.5551854208473276
Crossformer,96,ETTm1,0.29039872,0.121055596,0.34793046,0.21451491,0.06261882,long_term_forecast_96_96ETTm1_w501_pfarm.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,pfarm.csv,0.22750285,0.0796317,0.2821909,0.16669913,0.04103686,long_term_forecast_96_96ETTm1.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.041423896,-52.01935410144453
iTransformer,192,ETTm2,0.25768113,0.1211031,0.3479987,0.6945774,20.77558,long_term_forecast_ETTh1_192_96ETTm2_w1501_pmutual_info.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,pmutual_info.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0009216300000000066,-0.7668653079380762
iTransformer,192,ETTm2,0.25971547,0.12129603,0.3482758,0.6960574,20.738464,long_term_forecast_ETTh1_192_96ETTm2_w751_prollcov.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,prollcov.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0011145600000000006,-0.9273975430654996
iTransformer,192,ETTm2,0.25814012,0.12140572,0.34843323,0.6916862,20.314465,long_term_forecast_ETTh1_192_96ETTm2_w1501_ipentropy.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,ipentropy.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0012242499999999962,-1.0186678528728232
iTransformer,192,ETTm2,0.25801837,0.1216626,0.34880167,0.68285066,19.726578,long_term_forecast_ETTh1_192_96ETTm2_w1251_ipentropy.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,ipentropy.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0014811299999999972,-1.2324112860326948
iTransformer,192,ETTm2,0.25971192,0.12217059,0.3495291,0.6894049,20.77875,long_term_forecast_ETTh1_192_96ETTm2_w751_ipentropy.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,ipentropy.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.001989119999999997,-1.6550970794416118
Autoformer,96,ETTm2,0.2726446,0.12253201,0.3500457,0.680071,16.629925,long_term_forecast_96_96ETTm2_w1251_ipentropy.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,ipentropy.csv,0.27271086,0.1226645,0.35023493,0.6977191,17.674967,long_term_forecast_96_96ETTm2.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.000132489999999999,0.10801005996029739
Autoformer,96,ETTm2,0.27271086,0.1226645,0.35023493,0.6977191,17.674967,long_term_forecast_96_96ETTm2.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,,identity,0.27271086,0.1226645,0.35023493,0.6977191,17.674967,long_term_forecast_96_96ETTm2.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.0,0.0
iTransformer,192,ETTm2,0.25763935,0.122760735,0.35037228,0.6790465,19.89897,long_term_forecast_ETTh1_192_96ETTm2_w1251_pmutual_info.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,pmutual_info.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0025792649999999973,-2.1461419967653894
iTransformer,192,ETTm2,0.26090443,0.12297543,0.35067853,0.67602694,19.316196,long_term_forecast_ETTh1_192_96ETTm2_w1001_pfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,pfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.002793959999999998,-2.324784344874462
iTransformer,192,ETTm2,0.25987554,0.123042926,0.35077477,0.66756845,17.526218,long_term_forecast_ETTh1_192_96ETTm2_w751_pmutual_info.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,pmutual_info.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0028614559999999983,-2.38094608095574
iTransformer,192,ETTm2,0.26120865,0.12344653,0.3513496,0.6865387,20.413755,long_term_forecast_ETTh1_192_96ETTm2_w501_prollcorr.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,prollcorr.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.00326506,-2.716774890505167
Autoformer,96,ETTh1,0.2743863,0.123465784,0.35137698,0.22039755,0.087473825,long_term_forecast_96_96ETTh1_w751_pfarm.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,751,pfarm.csv,0.2667271,0.11637306,0.34113497,0.20358051,0.067113064,long_term_forecast_96_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.007092723999999995,-6.094816102627184
Autoformer,96,ETTm2,0.27429956,0.12367509,0.3516747,0.7039114,17.49122,long_term_forecast_96_96ETTm2_w751_pentropy.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,pentropy.csv,0.27271086,0.1226645,0.35023493,0.6977191,17.674967,long_term_forecast_96_96ETTm2.csv_Autoformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0010105900000000057,-0.8238650954432665
Autoformer,96,ETTh1,0.26363605,0.123719074,0.35173723,0.20309581,0.07502854,long_term_forecast_96_96ETTh1_w1501_pmutual_info.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,1501,pmutual_info.csv,0.2667271,0.11637306,0.34113497,0.20358051,0.067113064,long_term_forecast_96_96ETTh1.csv_Autoformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.007346013999999998,-6.3124695698471776
iTransformer,192,ETTm2,0.26113588,0.12391445,0.35201484,0.6792183,20.018518,long_term_forecast_ETTh1_192_96ETTm2_w1251_pfarm.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,pfarm.csv,0.25957257,0.12018147,0.346672,0.6817962,19.310297,long_term_forecast_ETTh1_192_96ETTm2.csv_iTransformer_ETTm2_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.003732979999999997,-3.1061194375472336
Crossformer,96,ETTm2,0.2674669,0.12404549,0.35220093,0.6268782,12.013101,long_term_forecast_96_96ETTm2_w1001_iprollcov.csv_Crossformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,iprollcov.csv,0.3951471,0.22229204,0.47147855,0.82073414,15.836727,long_term_forecast_96_96ETTm2.csv_Crossformer_ETTm2_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.09824655,44.19706166716541
