model_name,pred_len,dataset,mae,mse,rmse,mape,mspe,exp_name,lookback_len,pwindow,pconstructor,mae_identity,mse_identity,rmse_identity,mape_identity,mspe_identity,exp_name_identity,lookback_len_identity,mse_diff,improvement
iTransformer,192,ETTm1,0.1631765,0.045287058,0.21280757,0.13411893,0.037838183,long_term_forecast_ETTh1_192_96ETTm1_w1251_iprollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,iprollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0006692379999999956,-1.4999343311708093
iTransformer,192,ETTm1,0.16365387,0.045311756,0.21286558,0.13451274,0.03788708,long_term_forecast_ETTh1_192_96ETTm1_w1501_ipfarm.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,ipfarm.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0006939359999999992,-1.5552888957819972
iTransformer,192,ETTm1,0.1632548,0.04531719,0.21287835,0.13416605,0.037972238,long_term_forecast_ETTh1_192_96ETTm1_w1001_pfarm.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,pfarm.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0006993699999999978,-1.56746788614952
iTransformer,192,ETTm1,0.16330473,0.045321584,0.21288866,0.13432714,0.03820938,long_term_forecast_ETTh1_192_96ETTm1_w1251_ipfarm.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,ipfarm.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0007037639999999956,-1.5773159692696677
iTransformer,192,ETTm1,0.16392206,0.04533892,0.21292938,0.13476932,0.03794384,long_term_forecast_ETTh1_192_96ETTm1_w501_iprollcov.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,iprollcov.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0007210999999999954,-1.616170400077806
iTransformer,192,ETTm1,0.16333993,0.045345195,0.2129441,0.1340075,0.037637454,long_term_forecast_ETTh1_192_96ETTm1_w1001_ipfarm.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,ipfarm.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0007273749999999954,-1.630234287555948
iTransformer,192,ETTm1,0.16325358,0.045368627,0.21299912,0.13510686,0.03939315,long_term_forecast_ETTh1_192_96ETTm1_w1501_pmutual_info.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,pmutual_info.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0007508069999999992,-1.6827514208448535
iTransformer,192,ETTm1,0.16414846,0.045450542,0.21319133,0.13491136,0.038007155,long_term_forecast_ETTh1_192_96ETTm1_w1251_iprollcov.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,iprollcov.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0008327219999999941,-1.8663439854300232
iTransformer,192,ETTm1,0.1640061,0.04545658,0.21320549,0.1348078,0.0379039,long_term_forecast_ETTh1_192_96ETTm1_w1501_iprollcov.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,iprollcov.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0008387600000000009,-1.879876695006616
iTransformer,192,ETTm1,0.16416574,0.04556529,0.21346027,0.13483293,0.038064986,long_term_forecast_ETTh1_192_96ETTm1_w751_iprollcov.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,iprollcov.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0009474699999999989,-2.123523740066186
iTransformer,192,ETTm1,0.16458873,0.04562618,0.21360286,0.13552764,0.038594678,long_term_forecast_ETTh1_192_96ETTm1_w1501_iprollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,iprollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0010083599999999998,-2.2599938768859613
iTransformer,192,ETTm1,0.16447647,0.045701653,0.21377945,0.13566247,0.039183345,long_term_forecast_ETTh1_192_96ETTm1_w751_pfarm.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,pfarm.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0010838329999999993,-2.4291482640792386
PatchTST,192,ETTm1,0.16264488,0.045794047,0.21399544,0.13321474,0.036924437,long_term_forecast_192_96ETTm1_w501_pmutual_info.csv_PatchTST_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el3_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,501,pmutual_info.csv,0.1591095,0.043996956,0.20975451,0.13012995,0.035635374,long_term_forecast_192_96ETTm1.csv_PatchTST_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el3_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.0017970910000000007,-4.084580305964805
iTransformer,192,ETTm1,0.16390648,0.045821737,0.21406013,0.13496877,0.038835738,long_term_forecast_ETTh1_192_96ETTm1_w501_prollcov.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,prollcov.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0012039169999999988,-2.6982873658999895
iTransformer,192,ETTm1,0.16483174,0.045935135,0.21432483,0.13617523,0.039600402,long_term_forecast_ETTh1_192_96ETTm1_w751_prollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,prollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0013173149999999995,-2.952441423628495
iTransformer,192,ETTm1,0.16489595,0.045970928,0.21440832,0.13606818,0.039402228,long_term_forecast_ETTh1_192_96ETTm1_w501_ipfarm.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,ipfarm.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0013531079999999987,-3.0326627343066037
iTransformer,192,ETTm1,0.16491655,0.046108324,0.21472849,0.13710871,0.040775973,long_term_forecast_ETTh1_192_96ETTm1_w1251_pmutual_info.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,pmutual_info.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0014905039999999967,-3.340602476768243
TimeXer,192,ETTm1,0.16501443,0.046249676,0.21505737,0.13708915,0.0407615,long_term_forecast_192_96ETTm1_w751_iprollcorr.csv_TimeXer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,751,iprollcorr.csv,0.16160959,0.045085188,0.21233273,0.13221548,0.036966313,long_term_forecast_192_96ETTm1.csv_TimeXer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,-0.0011644880000000052,-2.582861581945727
iTransformer,192,ETTm1,0.16569151,0.0464067,0.21542215,0.13650511,0.039563283,long_term_forecast_ETTh1_192_96ETTm1_w751_pmutual_info.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,pmutual_info.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0017888799999999996,-4.009339766039666
iTransformer,192,ETTm1,0.16538464,0.04642554,0.21546587,0.13697943,0.04084146,long_term_forecast_ETTh1_192_96ETTm1_w1251_prollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1251,prollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0018077199999999988,-4.05156504732862
iTransformer,192,ETTm1,0.1657619,0.046510324,0.21566252,0.13725929,0.040465787,long_term_forecast_ETTh1_192_96ETTm1_w1001_pmutual_info.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,pmutual_info.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0018925039999999962,-4.2415877781567906
iTransformer,192,ETTm1,0.16528347,0.046587843,0.21584217,0.13617124,0.039352532,long_term_forecast_ETTh1_192_96ETTm1_w1001_prollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1001,prollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0019700229999999944,-4.415327777107878
iTransformer,192,ETTm1,0.1662249,0.04672945,0.21616995,0.13631424,0.038988035,long_term_forecast_ETTh1_192_96ETTm1_w751_iprollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,751,iprollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0021116299999999963,-4.73270545266442
iTransformer,192,ETTm1,0.16660671,0.047506586,0.21796006,0.13718194,0.039922506,long_term_forecast_ETTh1_192_96ETTm1_w501_prollcorr.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,prollcorr.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.002888766000000001,-6.474466928236298
iTransformer,192,ETTm1,0.16892713,0.048509594,0.22024894,0.13911614,0.041321468,long_term_forecast_ETTh1_192_96ETTm1_w501_pmutual_info.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,501,pmutual_info.csv,0.16223925,0.04461782,0.21122931,0.13337973,0.037251417,long_term_forecast_ETTh1_192_96ETTm1.csv_iTransformer_ETTm1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,-0.0038917740000000006,-8.722465597826162
Crossformer,96,ETTm1,0.18032542,0.05432766,0.23308295,0.14048569,0.033959385,long_term_forecast_96_96ETTm1_w1501_prollcov.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,1501,prollcov.csv,0.22750285,0.0796317,0.2821909,0.16669913,0.04103686,long_term_forecast_96_96ETTm1.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96,0.02530404,31.776340326779412
Autoformer,96,ETTm1,0.1825152,0.05467945,0.23383637,0.14686193,0.04137593,long_term_forecast_96_96ETTm1_w1251_ipfarm.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,1251,ipfarm.csv,0.18991053,0.058590557,0.24205486,0.15582888,0.04825028,long_term_forecast_96_96ETTm1.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,0.003911107000000004,6.675319710648943
Autoformer,96,ETTm1,0.18323308,0.054700468,0.23388131,0.14934383,0.044218864,long_term_forecast_96_96ETTm1_w501_ipentropy.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,501,ipentropy.csv,0.18991053,0.058590557,0.24205486,0.15582888,0.04825028,long_term_forecast_96_96ETTm1.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,96,0.0038900889999999994,6.639447035808176
TimeXer,96,ETTh1,0.17919526,0.055289656,0.23513752,0.14201577,0.03798021,long_term_forecast_96_96ETTh1_w751_pmutual_info.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,751,pmutual_info.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0013496389999999997,2.3828668771389188
TimeXer,96,ETTh1,0.18130207,0.056045625,0.23673958,0.14451824,0.039402258,long_term_forecast_96_96ETTh1_w1001_pmutual_info.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1001,pmutual_info.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0005936699999999975,1.0481592329141765
TimeXer,96,ETTh1,0.18162492,0.056093298,0.23684023,0.14528534,0.03966406,long_term_forecast_96_96ETTh1_w501_pmutual_info.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,501,pmutual_info.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0005459969999999995,0.963989753050421
TimeXer,96,ETTh1,0.18152505,0.056142386,0.23694384,0.14477831,0.039324284,long_term_forecast_96_96ETTh1_w751_prollcov.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,751,prollcov.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0004969089999999968,0.8773220076273844
TimeXer,96,ETTh1,0.18170847,0.056147423,0.23695448,0.14512771,0.039567906,long_term_forecast_96_96ETTh1_w1001_prollcov.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1001,prollcov.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0004918719999999974,0.8684288884598536
TimeXer,96,ETTh1,0.18173131,0.056170724,0.23700364,0.14534044,0.039851405,long_term_forecast_96_96ETTh1_w501_ipmutual_info.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,501,ipmutual_info.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.00046857100000000096,0.8272896052113661
TimeXer,96,ETTh1,0.18176572,0.056187257,0.23703851,0.14529252,0.03974298,long_term_forecast_96_96ETTh1_w1001_prollcorr.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1001,prollcorr.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.00045203800000000183,0.7980996232386047
TimeXer,96,ETTh1,0.1818413,0.056192044,0.23704861,0.1452103,0.039582033,long_term_forecast_96_96ETTh1_w751_prollcorr.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,751,prollcorr.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0004472510000000027,0.7896478937458573
TimeXer,96,ETTh1,0.18147232,0.056233127,0.23713525,0.14545271,0.040446494,long_term_forecast_96_96ETTh1_w1251_pmutual_info.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1251,pmutual_info.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0004061679999999984,0.7171134457093762
TimeXer,96,ETTh1,0.18192528,0.056275185,0.23722391,0.1451806,0.03962056,long_term_forecast_96_96ETTh1_w1251_pfarm.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1251,pfarm.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0003641100000000008,0.6428575779412523
TimeXer,96,ETTh1,0.18175757,0.05628346,0.23724136,0.14507148,0.039613277,long_term_forecast_96_96ETTh1_w1501_prollcorr.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1501,prollcorr.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0003558349999999988,0.6282475797059247
TimeXer,96,ETTh1,0.18217626,0.05630778,0.2372926,0.14625318,0.040711995,long_term_forecast_96_96ETTh1_w501_prollcorr.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,501,prollcorr.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0003315149999999975,0.5853091921430121
TimeXer,96,ETTh1,0.18168727,0.056325503,0.23732994,0.14495255,0.039581172,long_term_forecast_96_96ETTh1_w1501_prollcov.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1501,prollcov.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.00031379200000000024,0.5540181953182861
TimeXer,96,ETTh1,0.18193308,0.056329522,0.23733841,0.14524893,0.039714728,long_term_forecast_96_96ETTh1_w501_ipfarm.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,501,ipfarm.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0003097729999999993,0.5469224149064696
TimeXer,96,ETTh1,0.18165931,0.056342732,0.23736624,0.144561,0.039104078,long_term_forecast_96_96ETTh1_w1501_iprollcov.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,1501,iprollcov.csv,0.18221307,0.056639295,0.23799011,0.14509633,0.039586414,long_term_forecast_96_96ETTh1.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,96,0.0002965629999999997,0.5235993844909258
