,mae,mse,rmse,mape,mspe,exp_name,model_name,features_powerset,pred_len,dataset
0,0.51069987,0.3460731,0.5882798,0.36555,0.1713,long_term_forecast_720_96powerset_HUFL_MUFL_MULL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MUFL', 'MULL', 'LULL']",720,ETTh1
0,0.5138573,0.34667784,0.5887935,0.36745498,0.1711036,long_term_forecast_720_96powerset_HULL_MUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MUFL', 'LULL']",720,ETTh1
0,0.5224393,0.34689534,0.58897823,0.36506516,0.15320326,long_term_forecast_192_96powerset_MUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['MUFL', 'LULL']",192,ETTh1
0,0.5203185,0.3489409,0.5907122,0.36303627,0.1517773,long_term_forecast_192_96powerset_HULL_MULL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MULL', 'LULL']",192,ETTh1
0,0.5276805,0.34909913,0.5908461,0.3652788,0.15016623,long_term_forecast_336_96powerset_HUFL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,['HUFL'],336,ETTh1
0,0.5236944,0.35111797,0.59255207,0.36690012,0.1549515,long_term_forecast_192_96powerset_HULL_MULL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MULL', 'LUFL']",192,ETTh1
0,0.5329149,0.35147613,0.5928542,0.39824212,0.18799514,long_term_forecast_96_96powerset_HULL_MUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MUFL']",96,ETTh1
0,0.5172236,0.3516075,0.592965,0.36053425,0.16081956,long_term_forecast_720_96powerset_MUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,['MUFL'],720,ETTh1
0,0.5267975,0.35172138,0.59306103,0.38680336,0.17856346,long_term_forecast_192_96powerset_HUFL_MUFL_MULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MUFL', 'MULL']",192,ETTh1
0,0.5005936,0.35203412,0.59332466,0.35564557,0.17186213,long_term_forecast_720_96powerset_HUFL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'LUFL']",720,ETTh1
0,0.52755994,0.3529666,0.59410995,0.3907125,0.18380508,long_term_forecast_96_96powerset_HUFL_HULL_MULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MULL']",96,ETTh1
0,0.5309365,0.35336143,0.5944421,0.39374846,0.18493174,long_term_forecast_96_96powerset_MUFL_MULL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['MUFL', 'MULL', 'LULL']",96,ETTh1
0,0.5189017,0.35361722,0.59465724,0.37212244,0.17685173,long_term_forecast_720_96powerset_HUFL_HULL_MUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'HULL', 'MUFL', 'LULL']",720,ETTh1
0,0.52156234,0.35368788,0.59471667,0.37690938,0.18008098,long_term_forecast_720_96powerset_HULL_MUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MUFL']",720,ETTh1
0,0.50117415,0.35369542,0.594723,0.36338222,0.17441675,long_term_forecast_96_96powerset_HULL_LUFL.csv_Transformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,Transformer,"['HULL', 'LUFL']",96,ETTh1
0,0.51474506,0.35468566,0.59555495,0.38282737,0.18980666,long_term_forecast_336_96powerset_HULL_MUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'MUFL']",336,ETTh1
0,0.5301961,0.35530904,0.59607804,0.39129347,0.18332832,long_term_forecast_96_96powerset_HULL_MUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'MUFL', 'LULL']",96,ETTh1
0,0.5272351,0.35542068,0.5961717,0.3963475,0.19582859,long_term_forecast_192_96powerset_HUFL_MUFL_MULL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MUFL', 'MULL', 'LUFL']",192,ETTh1
0,0.5300768,0.35595617,0.5966206,0.40048766,0.19808069,long_term_forecast_96_96powerset_HUFL_HULL_MUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MUFL']",96,ETTh1
0,0.5226833,0.35647583,0.597056,0.37120932,0.16175228,long_term_forecast_96_96powerset_HULL_LUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'LUFL']",96,ETTh1
0,0.5329118,0.35730082,0.59774643,0.3888554,0.17857736,long_term_forecast_192_96powerset_MUFL_MULL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['MUFL', 'MULL', 'LULL']",192,ETTh1
0,0.5375741,0.35971412,0.5997617,0.4029196,0.1946373,long_term_forecast_96_96powerset_MUFL_MULL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['MUFL', 'MULL', 'LULL']",96,ETTh1
0,0.5292416,0.36027867,0.6002322,0.37920034,0.17278989,long_term_forecast_192_96powerset_HUFL_MUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HUFL', 'MUFL', 'LULL']",192,ETTh1
0,0.52848595,0.36144313,0.6012014,0.39439034,0.19337183,long_term_forecast_192_96powerset_HUFL_HULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL']",192,ETTh1
0,0.5385677,0.3630864,0.60256654,0.38183293,0.17081119,long_term_forecast_336_96powerset_MUFL_LUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['MUFL', 'LUFL', 'LULL']",336,ETTh1
0,0.51632077,0.36338553,0.6028147,0.3684413,0.16800544,long_term_forecast_96_96powerset_HULL_MULL_LUFL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MULL', 'LUFL']",96,ETTh1
0,0.5326954,0.3652878,0.60439044,0.39436045,0.1912068,long_term_forecast_192_96powerset_HULL_MUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'MUFL', 'LULL']",192,ETTh1
0,0.5293617,0.36815965,0.60676163,0.39367133,0.19759844,long_term_forecast_336_96powerset_HUFL_MUFL_MULL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MUFL', 'MULL', 'LUFL']",336,ETTh1
0,0.5196931,0.36842266,0.6069783,0.37724054,0.18560298,long_term_forecast_336_96powerset_HULL_LUFL_LULL.csv_Transformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,Transformer,"['HULL', 'LUFL', 'LULL']",336,ETTh1
0,0.52180636,0.36857808,0.6071063,0.3810843,0.19424245,long_term_forecast_720_96powerset_HUFL_HULL_MUFL_MULL_LUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'HULL', 'MUFL', 'MULL', 'LUFL', 'LULL']",720,ETTh1
0,0.54491115,0.36907342,0.60751414,0.38348407,0.1645628,long_term_forecast_192_96powerset_LUFL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,['LUFL'],192,ETTh1
0,0.53722006,0.36957708,0.6079285,0.37091944,0.15848558,long_term_forecast_336_96powerset_HULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,['HULL'],336,ETTh1
0,0.5347877,0.3697729,0.60808957,0.38967875,0.18468961,long_term_forecast_336_96powerset_MUFL_MULL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['MUFL', 'MULL', 'LUFL']",336,ETTh1
0,0.52346504,0.36979386,0.6081068,0.37738535,0.18208228,long_term_forecast_336_96powerset_MULL_LUFL_LULL.csv_Transformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,Transformer,"['MULL', 'LUFL', 'LULL']",336,ETTh1
0,0.52059126,0.3714017,0.60942733,0.36946738,0.17874266,long_term_forecast_720_96powerset_HUFL_LUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'LUFL', 'LULL']",720,ETTh1
0,0.5484643,0.3732167,0.61091465,0.38003284,0.1607868,long_term_forecast_336_96powerset_HULL_MUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MUFL', 'LULL']",336,ETTh1
0,0.5266252,0.37371558,0.6113228,0.366714,0.16288412,long_term_forecast_336_96powerset_HULL_MULL_LUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'MULL', 'LUFL', 'LULL']",336,ETTh1
0,0.5323984,0.37412792,0.61166,0.39259812,0.19488145,long_term_forecast_336_96powerset_HULL_MUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'MUFL', 'LULL']",336,ETTh1
0,0.5396442,0.37491444,0.61230254,0.3869947,0.17817828,long_term_forecast_336_96powerset_MUFL_MULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['MUFL', 'MULL']",336,ETTh1
0,0.53152347,0.37702748,0.61402565,0.38565657,0.18383446,long_term_forecast_96_96powerset_HUFL_MULL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HUFL', 'MULL', 'LULL']",96,ETTh1
0,0.5201042,0.37731302,0.6142581,0.3688734,0.17177509,long_term_forecast_96_96powerset_HULL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'LULL']",96,ETTh1
0,0.5417757,0.37818477,0.6149673,0.37405008,0.16519481,long_term_forecast_720_96powerset_MULL_LUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['MULL', 'LUFL', 'LULL']",720,ETTh1
0,0.533965,0.378595,0.6153007,0.39812306,0.2042405,long_term_forecast_336_96powerset_HUFL_HULL_MUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MUFL', 'LULL']",336,ETTh1
0,0.5169065,0.3794476,0.6159932,0.36058408,0.16943106,long_term_forecast_336_96powerset_HUFL_MUFL.csv_Transformer_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,Transformer,"['HUFL', 'MUFL']",336,ETTh1
0,0.5465601,0.38004616,0.61647886,0.3922969,0.1825143,long_term_forecast_336_96powerset_HUFL_HULL_MUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'HULL', 'MUFL', 'LULL']",336,ETTh1
0,0.5589207,0.3803226,0.61670303,0.40670508,0.18826707,long_term_forecast_96_96powerset_HULL_MUFL_MULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MUFL', 'MULL']",96,ETTh1
0,0.5581746,0.38098437,0.6172393,0.41306752,0.19924818,long_term_forecast_96_96powerset_HULL_MUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MUFL', 'LULL']",96,ETTh1
0,0.55238426,0.38121638,0.61742723,0.39364535,0.18517303,long_term_forecast_720_96powerset_HUFL_MULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MULL']",720,ETTh1
0,0.5429393,0.3813756,0.61755615,0.38217822,0.17873529,long_term_forecast_720_96powerset_MULL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['MULL', 'LULL']",720,ETTh1
0,0.561417,0.38138175,0.6175611,0.4126006,0.19433448,long_term_forecast_96_96powerset_HUFL_HULL_MUFL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'HULL', 'MUFL', 'LUFL']",96,ETTh1
0,0.53651,0.38177377,0.61787844,0.39901674,0.20450155,long_term_forecast_336_96powerset_HUFL_MUFL_MULL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'MUFL', 'MULL', 'LULL']",336,ETTh1
0,0.5451477,0.38187802,0.6179628,0.38789105,0.17628805,long_term_forecast_192_96powerset_MUFL_LUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['MUFL', 'LUFL', 'LULL']",192,ETTh1
0,0.54711205,0.3820827,0.61812836,0.39874414,0.19348377,long_term_forecast_336_96powerset_HUFL_HULL_MUFL_MULL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'HULL', 'MUFL', 'MULL', 'LULL']",336,ETTh1
0,0.548372,0.38265985,0.61859506,0.3804811,0.17184299,long_term_forecast_720_96powerset_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,['LULL'],720,ETTh1
0,0.5501095,0.3832063,0.6190366,0.38270843,0.17109442,long_term_forecast_720_96powerset_HULL_MULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MULL']",720,ETTh1
0,0.5404665,0.38327548,0.61909246,0.40069094,0.20337972,long_term_forecast_336_96powerset_HUFL_HULL_MULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MULL']",336,ETTh1
0,0.53009874,0.3834511,0.61923426,0.37562117,0.18375692,long_term_forecast_720_96powerset_MUFL_LUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['MUFL', 'LUFL', 'LULL']",720,ETTh1
0,0.5484612,0.38378885,0.61950696,0.39215234,0.18189195,long_term_forecast_336_96powerset_HULL_MUFL_MULL_LUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MUFL', 'MULL', 'LUFL', 'LULL']",336,ETTh1
0,0.5366282,0.3842738,0.6198982,0.3749611,0.16907634,long_term_forecast_336_96powerset_MULL_LUFL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['MULL', 'LUFL', 'LULL']",336,ETTh1
0,0.5449729,0.38565156,0.6210085,0.40979883,0.21209489,long_term_forecast_192_96powerset_HUFL_HULL_MUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MUFL']",192,ETTh1
0,0.5410716,0.38569117,0.6210404,0.38710415,0.17982697,long_term_forecast_96_96powerset_MULL_LUFL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['MULL', 'LUFL']",96,ETTh1
0,0.5582629,0.38583285,0.6211544,0.39609656,0.17517717,long_term_forecast_96_96powerset_HULL_MULL_LUFL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HULL', 'MULL', 'LUFL']",96,ETTh1
0,0.5519311,0.38607273,0.6213475,0.4070879,0.19896266,long_term_forecast_96_96powerset_HULL_MUFL_MULL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HULL', 'MUFL', 'MULL', 'LULL']",96,ETTh1
0,0.56392425,0.3875208,0.6225117,0.40892237,0.19044812,long_term_forecast_96_96powerset_HUFL_HULL_MULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HUFL', 'HULL', 'MULL']",96,ETTh1
0,0.5520043,0.38765746,0.6226214,0.40990222,0.2050578,long_term_forecast_192_96powerset_MUFL_MULL_LULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['MUFL', 'MULL', 'LULL']",192,ETTh1
0,0.5625919,0.3880815,0.6229619,0.423836,0.21831727,long_term_forecast_96_96powerset_HULL_MUFL_MULL_LUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MUFL', 'MULL', 'LUFL', 'LULL']",96,ETTh1
0,0.55992913,0.39008933,0.6245713,0.39985177,0.18034436,long_term_forecast_192_96powerset_MULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,['MULL'],192,ETTh1
0,0.54514706,0.39020348,0.6246627,0.3975092,0.20281753,long_term_forecast_720_96powerset_HUFL_HULL_MULL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MULL']",720,ETTh1
0,0.56708986,0.3906681,0.62503445,0.41084135,0.19018781,long_term_forecast_96_96powerset_HUFL_HULL_MUFL_LUFL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HUFL', 'HULL', 'MUFL', 'LUFL']",96,ETTh1
0,0.5727938,0.39174098,0.62589216,0.4255805,0.20516717,long_term_forecast_96_96powerset_HUFL_MUFL_MULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MUFL', 'MULL']",96,ETTh1
0,0.53272665,0.39265683,0.62662333,0.37240362,0.17919452,long_term_forecast_720_96powerset_MULL.csv_Transformer_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,Transformer,['MULL'],720,ETTh1
0,0.5539611,0.39270434,0.62666124,0.40070707,0.19196764,long_term_forecast_336_96powerset_HUFL_MULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'MULL']",336,ETTh1
0,0.5742815,0.3934922,0.62728953,0.4074869,0.18066292,long_term_forecast_336_96powerset_HUFL_MULL_LUFL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HUFL', 'MULL', 'LUFL']",336,ETTh1
0,0.5548951,0.39379254,0.6275289,0.38272372,0.16902965,long_term_forecast_336_96powerset_HULL_MULL_LUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MULL', 'LUFL', 'LULL']",336,ETTh1
0,0.5443352,0.3938013,0.6275359,0.3915237,0.186831,long_term_forecast_96_96powerset_HULL_MULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MULL']",96,ETTh1
0,0.5458429,0.39393714,0.6276441,0.40527517,0.21000116,long_term_forecast_336_96powerset_HUFL_HULL_MUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'HULL', 'MUFL']",336,ETTh1
0,0.5423609,0.39407545,0.6277543,0.3883593,0.19403173,long_term_forecast_720_96powerset_HUFL_LUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'LUFL']",720,ETTh1
0,0.56496143,0.39458817,0.62816256,0.3957187,0.17369103,long_term_forecast_192_96powerset_HULL_MULL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MULL', 'LULL']",192,ETTh1
0,0.563014,0.3953265,0.62874997,0.3920638,0.17242919,long_term_forecast_192_96powerset_HULL_MUFL_LUFL_LULL.csv_LSTM_ETTh1_ftMS_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,LSTM,"['HULL', 'MUFL', 'LUFL', 'LULL']",192,ETTh1
0,0.5424696,0.39591303,0.6292162,0.38502172,0.18998986,long_term_forecast_720_96powerset_HUFL_MUFL_LUFL.csv_MLP_ETTh1_ftMS_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,MLP,"['HUFL', 'MUFL', 'LUFL']",720,ETTh1
0,0.5624453,0.3961287,0.62938756,0.40147325,0.18530153,long_term_forecast_336_96powerset_HUFL_HULL_MULL_LUFL_LULL.csv_CNN_ETTh1_ftMS_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,CNN,"['HUFL', 'HULL', 'MULL', 'LUFL', 'LULL']",336,ETTh1
