,mae,mse,rmse,mape,mspe,exp_name,model_name,pred_len,lookback_len,pwindow,pconstructor,dataset
0,0.17948723,0.05680389,0.23833567,0.14005697,0.0355834,long_term_forecast_96_96ETTh1_w1001_ipmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,ipmutual_info.csv,ETTh1
0,0.17942896,0.056804664,0.2383373,0.13998245,0.03554025,long_term_forecast_96_96ETTh1_w1251_pfarm.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1251,pfarm.csv,ETTh1
0,0.17939672,0.056805056,0.23833811,0.13990451,0.03548486,long_term_forecast_96_96ETTh1_w501_pentropy.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,pentropy.csv,ETTh1
0,0.17944205,0.056810144,0.23834878,0.14001273,0.03556951,long_term_forecast_96_96ETTh1_w501_iprollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,iprollcov.csv,ETTh1
0,0.18111962,0.05681531,0.23835963,0.1432007,0.037825778,long_term_forecast_96_96ETTh1_w501_iprandomwalk.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,501,iprandomwalk.csv,ETTh1
0,0.17938381,0.05683198,0.23839459,0.13985085,0.0354553,long_term_forecast_96_96ETTh1_w1001_ipfarm.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,ipfarm.csv,ETTh1
0,0.18242903,0.056837346,0.23840584,0.1452316,0.039724067,long_term_forecast_96_96ETTh1_w1251_ipfarm.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,1251,ipfarm.csv,ETTh1
0,0.17946279,0.05685391,0.23844057,0.13991274,0.035477184,long_term_forecast_96_96ETTh1_w751_ipmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,ipmutual_info.csv,ETTh1
0,0.1794999,0.05686143,0.23845635,0.13999175,0.03553325,long_term_forecast_96_96ETTh1_w1251_ipmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1251,ipmutual_info.csv,ETTh1
0,0.17954785,0.056865282,0.23846443,0.14007731,0.035589945,long_term_forecast_96_96ETTh1_w1001_iprollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,iprollcov.csv,ETTh1
0,0.18233609,0.05686594,0.2384658,0.14549503,0.04032152,long_term_forecast_96_96ETTh1_w501_iprollcorr.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,501,iprollcorr.csv,ETTh1
0,0.17949349,0.056869004,0.23847222,0.13997415,0.03552548,long_term_forecast_96_96ETTh1_w501_ipfarm.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,ipfarm.csv,ETTh1
0,0.17952946,0.056870256,0.23847485,0.14000271,0.035519052,long_term_forecast_96_96ETTh1_w751_pfarm.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,pfarm.csv,ETTh1
0,0.17973317,0.056872785,0.23848015,0.14024015,0.03562577,long_term_forecast_96_96ETTh1_w1001_prollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,prollcorr.csv,ETTh1
0,0.17955534,0.056873634,0.23848194,0.14008413,0.03559334,long_term_forecast_96_96ETTh1_w1501_prollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1501,prollcov.csv,ETTh1
0,0.17949337,0.056878917,0.23849301,0.13994847,0.035505116,long_term_forecast_96_96ETTh1_w751_iprollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,iprollcov.csv,ETTh1
0,0.1795909,0.05688337,0.23850234,0.14010368,0.035596695,long_term_forecast_96_96ETTh1_w1001_iprollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,iprollcorr.csv,ETTh1
0,0.18248314,0.05688527,0.23850633,0.14524059,0.03975092,long_term_forecast_96_96ETTh1_w1251_iprollcov.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,1251,iprollcov.csv,ETTh1
0,0.18220405,0.056885745,0.23850733,0.14508666,0.038903285,long_term_forecast_96_96ETTh1_w501_prandomwalk.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,501,prandomwalk.csv,ETTh1
0,0.179477,0.056886632,0.2385092,0.13992529,0.035494324,long_term_forecast_96_96ETTh1_w501_pfarm.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,pfarm.csv,ETTh1
0,0.1795514,0.056891553,0.2385195,0.1399754,0.03549148,long_term_forecast_96_96ETTh1_w1251_iprollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1251,iprollcov.csv,ETTh1
0,0.17960308,0.056938015,0.23861688,0.14004731,0.035559684,long_term_forecast_96_96ETTh1_w751_iprollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,iprollcorr.csv,ETTh1
0,0.17966919,0.056953806,0.23864996,0.14006856,0.03553135,long_term_forecast_96_96ETTh1_w1501_iprollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1501,iprollcov.csv,ETTh1
0,0.17967762,0.05695527,0.23865303,0.14011452,0.03557689,long_term_forecast_96_96ETTh1_w501_iprollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,iprollcorr.csv,ETTh1
0,0.17969586,0.056960724,0.23866446,0.14009327,0.035540693,long_term_forecast_96_96ETTh1_w1501_ipmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1501,ipmutual_info.csv,ETTh1
0,0.17967379,0.05697561,0.23869565,0.1399692,0.035425797,long_term_forecast_96_96ETTh1_w751_prollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,prollcov.csv,ETTh1
0,0.17974183,0.05697919,0.23870315,0.14015822,0.035582457,long_term_forecast_96_96ETTh1_w1501_pmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1501,pmutual_info.csv,ETTh1
0,0.17978448,0.05698771,0.23872098,0.140173,0.035575416,long_term_forecast_96_96ETTh1_w1001_prollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,prollcov.csv,ETTh1
0,0.17974286,0.05700073,0.23874825,0.14010414,0.03553851,long_term_forecast_96_96ETTh1_w1251_iprollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1251,iprollcorr.csv,ETTh1
0,0.17970787,0.057002984,0.23875298,0.13999745,0.03544712,long_term_forecast_96_96ETTh1_w751_prollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,prollcorr.csv,ETTh1
0,0.18213682,0.05703763,0.23882551,0.14457084,0.039536294,long_term_forecast_ETTh1_96_96ETTh1_w751_pmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,pmutual_info.csv,ETTh1
0,0.17979382,0.05704179,0.23883423,0.14007294,0.035493303,long_term_forecast_96_96ETTh1_w1251_pmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1251,pmutual_info.csv,ETTh1
0,0.1798165,0.057052422,0.2388565,0.14013161,0.035519436,long_term_forecast_96_96ETTh1_w501_prollcov.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,prollcov.csv,ETTh1
0,0.17982405,0.057053324,0.23885837,0.14010914,0.035506744,long_term_forecast_96_96ETTh1_w751_pmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,751,pmutual_info.csv,ETTh1
0,0.17984644,0.05705415,0.2388601,0.14022045,0.035615608,long_term_forecast_96_96ETTh1_w1001_pmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1001,pmutual_info.csv,ETTh1
0,0.17991297,0.057079658,0.23891349,0.14026776,0.035622455,long_term_forecast_96_96ETTh1_w501_prollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,prollcorr.csv,ETTh1
0,0.18799117,0.057080038,0.2389143,0.15384012,0.046830334,long_term_forecast_96_96ETTm1_w751_pentropy.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,Autoformer,96,96,751,pentropy.csv,ETTm1
0,0.17981388,0.0570815,0.23891735,0.14009991,0.03551696,long_term_forecast_96_96ETTh1_w1501_iprollcorr.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,1501,iprollcorr.csv,ETTh1
0,0.18034606,0.057367064,0.23951423,0.14040457,0.03559827,long_term_forecast_96_96ETTh1_w501_pmutual_info.csv_PatchTST_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,96,96,501,pmutual_info.csv,ETTh1
0,0.18367562,0.05741553,0.23961538,0.14781877,0.041675344,long_term_forecast_96_96ETTh1_w501_ipsmoothrandomwalk.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,501,ipsmoothrandomwalk.csv,ETTh1
0,0.18827143,0.05743008,0.23964573,0.15331094,0.04542328,long_term_forecast_96_96ETTm1_w1001_ipentropy.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,Autoformer,96,96,1001,ipentropy.csv,ETTm1
0,0.18319137,0.057533022,0.23986042,0.1455018,0.03989265,long_term_forecast_96_96ETTh1_w751_iprollcorr.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,751,iprollcorr.csv,ETTh1
0,0.18450059,0.057561338,0.23991944,0.14913642,0.042511597,long_term_forecast_96_96ETTh1_w751_ipsmoothrandomwalk.csv_TimeXer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_exp_0,TimeXer,96,96,751,ipsmoothrandomwalk.csv,ETTh1
0,0.18753663,0.05763105,0.24006468,0.15233001,0.04531802,long_term_forecast_96_96ETTm1_w751_ipfarm.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,Autoformer,96,96,751,ipfarm.csv,ETTm1
0,0.18345179,0.05772086,0.24025166,0.14600867,0.04057404,long_term_forecast_ETTh1_96_96ETTh1_w1251_pmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,pmutual_info.csv,ETTh1
0,0.1867945,0.0579927,0.24081674,0.14018445,0.03319959,long_term_forecast_96_96ETTm1_w751_iprollcorr.csv_Crossformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,Crossformer,96,96,751,iprollcorr.csv,ETTm1
0,0.19026856,0.05835501,0.24156782,0.15449274,0.045435786,long_term_forecast_96_96ETTm1_w751_ipentropy.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,Autoformer,96,96,751,ipentropy.csv,ETTm1
0,0.18965329,0.058431085,0.24172522,0.1545207,0.046555456,long_term_forecast_96_96ETTm1_w1001_pentropy.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,Autoformer,96,96,1001,pentropy.csv,ETTm1
0,0.18544349,0.05847191,0.24180965,0.14816158,0.041654192,long_term_forecast_ETTh1_96_96ETTh1_w751_pfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,pfarm.csv,ETTh1
0,0.18494923,0.05847205,0.24180995,0.14802153,0.042168733,long_term_forecast_ETTh1_96_96ETTh1_w1001_pmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1001,pmutual_info.csv,ETTh1
0,0.1854439,0.05848193,0.24183038,0.14865264,0.042188816,long_term_forecast_ETTh1_96_96ETTh1_w1251_ipentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,ipentropy.csv,ETTh1
0,0.18594359,0.058495767,0.24185899,0.14907451,0.042237364,long_term_forecast_ETTh1_96_96ETTh1_w1251_iprollcorr.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,iprollcorr.csv,ETTh1
0,0.18571246,0.058531974,0.24193382,0.14866458,0.042061575,long_term_forecast_ETTh1_96_96ETTh1_w1251_iprollcov.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,iprollcov.csv,ETTh1
0,0.18991053,0.058590557,0.24205486,0.15582888,0.04825028,long_term_forecast_96_96ETTm1.csv_Autoformer_ETTm1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,Autoformer,96,96,,identity,ETTm1
0,0.18539408,0.058597267,0.24206872,0.14771749,0.041125122,long_term_forecast_ETTh1_96_96ETTh1_w1501_iprollcov.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1501,iprollcov.csv,ETTh1
0,0.18571799,0.05862211,0.24212003,0.14876577,0.042133193,long_term_forecast_ETTh1_96_96ETTh1_w501_ipentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,501,ipentropy.csv,ETTh1
0,0.18570137,0.05865793,0.242194,0.148645,0.042270724,long_term_forecast_ETTh1_96_96ETTh1_w751_iprollcov.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,iprollcov.csv,ETTh1
0,0.18584819,0.058681305,0.24224225,0.14883219,0.04210367,long_term_forecast_ETTh1_96_96ETTh1_w1251_pentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,pentropy.csv,ETTh1
0,0.18584622,0.058687977,0.24225602,0.1488083,0.042084593,long_term_forecast_ETTh1_96_96ETTh1.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,,identity,ETTh1
0,0.1861459,0.058696486,0.24227358,0.14938334,0.04249003,long_term_forecast_ETTh1_96_96ETTh1_w1251_ipmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,ipmutual_info.csv,ETTh1
0,0.18595403,0.058706686,0.24229462,0.14899476,0.042241804,long_term_forecast_ETTh1_96_96ETTh1_w1001_ipentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1001,ipentropy.csv,ETTh1
0,0.18603061,0.058731172,0.24234515,0.14907005,0.042283807,long_term_forecast_ETTh1_96_96ETTh1_w751_ipentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,ipentropy.csv,ETTh1
0,0.18583727,0.05873361,0.24235018,0.14874892,0.042021353,long_term_forecast_ETTh1_96_96ETTh1_w501_pentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,501,pentropy.csv,ETTh1
0,0.18594888,0.05874041,0.24236421,0.1488764,0.042107612,long_term_forecast_ETTh1_96_96ETTh1_w1501_pentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1501,pentropy.csv,ETTh1
0,0.18617687,0.05876169,0.24240811,0.1491999,0.04234442,long_term_forecast_ETTh1_96_96ETTh1_w1501_ipentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1501,ipentropy.csv,ETTh1
0,0.1858711,0.05877127,0.24242787,0.14879759,0.042037833,long_term_forecast_ETTh1_96_96ETTh1_w1501_ipfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1501,ipfarm.csv,ETTh1
0,0.18594189,0.05877216,0.2424297,0.14887126,0.042064615,long_term_forecast_ETTh1_96_96ETTh1_w751_pentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,pentropy.csv,ETTh1
0,0.18572415,0.05878441,0.24245496,0.14843562,0.041658543,long_term_forecast_ETTh1_96_96ETTh1_w751_ipfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,ipfarm.csv,ETTh1
0,0.18595357,0.058786664,0.24245961,0.14889786,0.042156547,long_term_forecast_ETTh1_96_96ETTh1_w1001_iprollcorr.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1001,iprollcorr.csv,ETTh1
0,0.18615428,0.058809664,0.24250704,0.14909522,0.042252023,long_term_forecast_ETTh1_96_96ETTh1_w1001_ipfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1001,ipfarm.csv,ETTh1
0,0.18514453,0.058817264,0.2425227,0.14889084,0.04337681,long_term_forecast_ETTh1_96_96ETTh1_w501_pmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,501,pmutual_info.csv,ETTh1
0,0.18604547,0.058826994,0.24254277,0.14888228,0.042055544,long_term_forecast_ETTh1_96_96ETTh1_w1001_pentropy.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1001,pentropy.csv,ETTh1
0,0.18609089,0.058840226,0.24257004,0.14893897,0.04208271,long_term_forecast_ETTh1_96_96ETTh1_w1251_ipfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,ipfarm.csv,ETTh1
0,0.18647054,0.058860313,0.24261144,0.15308069,0.04753623,long_term_forecast_336_96ETTm1_w501_pmutual_info.csv_PatchTST_ETTm1_ftMS_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,PatchTST,336,96,501,pmutual_info.csv,ETTm1
0,0.18605873,0.058871403,0.2426343,0.1487876,0.042096537,long_term_forecast_ETTh1_96_96ETTh1_w751_prollcorr.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,prollcorr.csv,ETTh1
0,0.18527156,0.058896746,0.24268652,0.1478474,0.041780904,long_term_forecast_ETTh1_96_96ETTh1_w1501_pmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1501,pmutual_info.csv,ETTh1
0,0.18656242,0.05891885,0.24273205,0.14991191,0.042904858,long_term_forecast_ETTh1_96_96ETTh1_w751_ipmutual_info.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,ipmutual_info.csv,ETTh1
0,0.18638334,0.058922708,0.24274,0.14943323,0.042472247,long_term_forecast_ETTh1_96_96ETTh1_w1251_pfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1251,pfarm.csv,ETTh1
0,0.18640037,0.05894249,0.24278075,0.14946179,0.042571597,long_term_forecast_ETTh1_96_96ETTh1_w1501_pfarm.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,1501,pfarm.csv,ETTh1
0,0.18592933,0.058975503,0.24284872,0.14836778,0.041713256,long_term_forecast_ETTh1_96_96ETTh1_w501_iprollcov.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,501,iprollcov.csv,ETTh1
0,0.18618381,0.05897789,0.24285364,0.14901918,0.042515665,long_term_forecast_ETTh1_96_96ETTh1_w751_iprollcorr.csv_iTransformer_ETTh1_ftMS_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,iTransformer,96,96,751,iprollcorr.csv,ETTh1
