model_name,pred_len,dataset,mse,pwindow,pconstructor,mse_identity,mse_diff,improvement
TimeXer,96,ETTm2,0.06717766,1001,iprollcorr.csv,0.06781768,0.000640020000000005,0.9437362056620118
iTransformer,96,ETTm1,0.030111939,1001,ipentropy.csv,0.030397011,0.0002850720000000008,0.9378290516788009
iTransformer,192,ETTh2,0.19214763,501,ipfarm.csv,0.19396114,0.0018135099999999904,0.9349862554942656
PatchTST,96,ETTm2,0.06381562,751,pfarm.csv,0.06441702,0.0006014000000000019,0.9336041934259018
iTransformer,96,ECL,0.27624923,1501,pfarm.csv,0.2787739,0.0025246700000000066,0.9056335618219663
iTransformer,96,ETTh2,0.13589655,751,pmutual,0.13711844,0.0012218900000000033,0.8911201148437827
TimeXer,96,ETTm2,0.06721668,1001,pentropy.csv,0.06781768,0.0006010000000000043,0.8861995868923919
TimeXer,96,ETTh1,0.056142386,751,prollcov.csv,0.056639295,0.0004969089999999968,0.8773220076273844
TimeXer,96,Weather,0.0013228017,501,pfarm.csv,0.0013344327,1.1631000000000011e-05,0.8716063387835155
TimeXer,96,ETTh1,0.056147423,1001,prollcov.csv,0.056639295,0.0004918719999999974,0.8684288884598536
iTransformer,192,ETTh1,0.07185943,1501,prollcorr.csv,0.07248679,0.0006273599999999935,0.8654818346901464
TimeXer,96,ETTm2,0.06723399,751,pentropy.csv,0.06781768,0.0005836900000000117,0.8606752693398118
TimeXer,96,ETTm2,0.06723472,501,prollcov.csv,0.06781768,0.0005829600000000074,0.8595988538682056
TimeXer,96,ETTm2,0.067250475,1251,ipmutual,0.06781768,0.0005672050000000012,0.836367448724287
iTransformer,96,ETTh2,0.13597456,1251,ipfarm.csv,0.13711844,0.0011438800000000138,0.834227693955688
iTransformer,96,ETTh2,0.13597898,501,iprollcov.csv,0.13711844,0.0011394600000000088,0.831004203373382
iTransformer,192,ETTh2,0.19235188,751,ipmutual,0.19396114,0.0016092600000000012,0.829681656851471
TimeXer,96,ETTh1,0.056170724,501,ipmutual,0.056639295,0.00046857100000000096,0.8272896052113661
TimeXer,96,Weather,0.0013234206,1501,pmutual,0.0013344327,1.1012099999999948e-05,0.8252270796421542
iTransformer,192,ETTh2,0.19238262,1001,iprollcov.csv,0.19396114,0.00157852,0.8138331214180325
TimeXer,96,ETTm1,0.028265199,751,iprollcorr.csv,0.028495742,0.00023054299999999972,0.8090436809822312
iTransformer,192,ECL,0.31410626,1501,pfarm.csv,0.3166597,0.0025534399999999624,0.8063672137629015
PatchTST,96,ETTm2,0.063897856,1001,prollcov.csv,0.06441702,0.0005191640000000025,0.8059422804718419
TimeXer,96,ECL,0.26667064,1251,pmutual,0.26882008,0.0021494400000000025,0.7995831263795481
TimeXer,96,ETTh1,0.056187257,1001,prollcorr.csv,0.056639295,0.00045203800000000183,0.7980996232386047
TimeXer,96,Weather,0.0013238002,1001,pfarm.csv,0.0013344327,1.0632499999999956e-05,0.7967805345297636
TimeXer,96,ETTm2,0.067277566,1001,ipfarm.csv,0.06781768,0.0005401140000000082,0.7964206383940119
TimeXer,96,ECL,0.26669073,1251,pfarm.csv,0.26882008,0.00212935000000003,0.7921097263270027
TimeXer,96,ETTh1,0.056192044,751,prollcorr.csv,0.056639295,0.0004472510000000027,0.7896478937458573
iTransformer,96,ETTh2,0.13604163,751,prollcorr.csv,0.13711844,0.0010768100000000114,0.7853137769070383
TimeXer,96,ETTm2,0.06729934,1251,prollcov.csv,0.06781768,0.000518340000000006,0.7643139665054982
TimeXer,96,ETTm2,0.06730119,1501,iprollcov.csv,0.06781768,0.0005164900000000083,0.7615860642829544
iTransformer,192,ETTh2,0.19249453,1501,pfarm.csv,0.19396114,0.001466610000000007,0.7561359971383995
iTransformer,192,ETTh2,0.19249572,1251,ipentropy.csv,0.19396114,0.001465419999999995,0.7555224721817964
iTransformer,96,ETTm1,0.030173259,501,ipentropy.csv,0.030397011,0.00022375200000000067,0.7360986907561426
TimeXer,96,ECL,0.26684412,1001,ipfarm.csv,0.26882008,0.001975959999999999,0.7350492567370706
TimeXer,96,ETTm1,0.028287193,1501,ipfarm.csv,0.028495742,0.00020854900000000232,0.731860219677741
TimeXer,96,ETTh1,0.056233127,1251,pmutual,0.056639295,0.0004061679999999984,0.7171134457093762
iTransformer,192,ETTh2,0.1925768,751,ipentropy.csv,0.19396114,0.0013843400000000117,0.7137202843827437
TimeXer,96,ETTh2,0.14328943,751,ipfarm.csv,0.14430724,0.0010178100000000079,0.7053076477659803
iTransformer,192,Weather,0.0015716982,1001,pmutual,0.0015828296,1.1131400000000081e-05,0.703259529642362
iTransformer,192,Weather,0.0015716996,1001,pfarm.csv,0.0015828296,1.1130000000000037e-05,0.7031710804498499
iTransformer,192,ECL,0.3144756,1001,ipfarm.csv,0.3166597,0.0021840999999999666,0.689730963554872
iTransformer,192,ETTh2,0.19262554,501,ipentropy.csv,0.19396114,0.0013355999999999923,0.6885915395217785
iTransformer,96,ETTh2,0.13618197,1001,ipfarm.csv,0.13711844,0.0009364699999999948,0.6829643044363652
iTransformer,96,ETTh2,0.13618447,1501,ipmutual,0.13711844,0.0009339700000000062,0.6811410631567907
TimeXer,96,ETTh2,0.14335348,1001,ipentropy.csv,0.14430724,0.0009537599999999979,0.6609231802922694
iTransformer,96,ETTh2,0.13621734,501,ipmutual,0.13711844,0.0009011000000000158,0.6571690868128427
TimeXer,96,ETTm2,0.06737969,1251,pmutual,0.06781768,0.0004379899999999992,0.6458345375424214
iTransformer,96,Traffic,0.15538663,1251,prollcov.csv,0.15639566,0.001009029999999994,0.6451777498173505
TimeXer,96,ETTh1,0.056275185,1251,pfarm.csv,0.056639295,0.0003641100000000008,0.6428575779412523
TimeXer,96,ETTm2,0.067387305,751,ipfarm.csv,0.06781768,0.0004303750000000106,0.6346059021777368
TimeXer,96,ETTh1,0.05628346,1501,prollcorr.csv,0.056639295,0.0003558349999999988,0.6282475797059247
PatchTST,96,ETTm1,0.029223824,501,pmutual,0.029405579,0.0001817550000000022,0.6180969944512985
TimeXer,96,ETTm1,0.028322827,1001,pentropy.csv,0.028495742,0.00017291500000000265,0.6068099577824737
iTransformer,192,Weather,0.0015732542,751,pentropy.csv,0.0015828296,9.575400000000085e-06,0.6049545699676127
TimeXer,96,ETTm1,0.028323984,1001,ipmutual,0.028495742,0.00017175800000000102,0.6027497020432071
iTransformer,192,ETTm2,0.11946169,1001,ipfarm.csv,0.12018147,0.0007197800000000032,0.5989109635620227
iTransformer,192,ECL,0.31477824,751,prollcorr.csv,0.3166597,0.0018814600000000015,0.5941583346412573
PatchTST,96,ETTm2,0.06403619,1251,pfarm.csv,0.06441702,0.00038082999999999867,0.5911946873667839
TimeXer,96,ETTh1,0.05630778,501,prollcorr.csv,0.056639295,0.0003315149999999975,0.5853091921430121
iTransformer,96,ETTm1,0.030220237,1251,ipentropy.csv,0.030397011,0.00017677400000000107,0.5815506004850315
TimeXer,96,ETTh2,0.14347723,1501,ipmutual,0.14430724,0.0008300099999999921,0.575168647117076
iTransformer,192,Weather,0.001573839,501,pmutual,0.0015828296,8.99059999999994e-06,0.568008078696528
PatchTST,96,ETTm1,0.02923961,751,pmutual,0.029405579,0.00016596900000000192,0.5644133040196281
iTransformer,192,ETTh1,0.07208224,1001,ipmutual,0.07248679,0.00040454999999998964,0.5581016899768767
TimeXer,96,ETTh1,0.056325503,1501,prollcov.csv,0.056639295,0.00031379200000000024,0.5540181953182861
iTransformer,96,ETTh2,0.13636377,751,iprollcov.csv,0.13711844,0.0007546700000000128,0.5503781985851158
iTransformer,192,ETTm2,0.11952021,1501,ipmutual,0.12018147,0.0006612599999999969,0.5502179329309226
iTransformer,192,ETTm2,0.11952135,1501,pfarm.csv,0.12018147,0.0006601200000000002,0.5492693673991508
TimeXer,96,ETTh1,0.056329522,501,ipfarm.csv,0.056639295,0.0003097729999999993,0.5469224149064696
iTransformer,192,ETTh2,0.19290486,1251,pentropy.csv,0.19396114,0.0010562799999999928,0.5445833118943273
PatchTST,96,ETTm2,0.06406813,501,prollcorr.csv,0.06441702,0.0003488900000000045,0.5416115181981477
PatchTST,96,ETTm2,0.06406903,751,iprollcorr.csv,0.06441702,0.00034799000000000635,0.5402143719160034
iTransformer,96,ETTh2,0.13638756,1001,ipentropy.csv,0.13711844,0.0007308800000000171,0.5330282345686087
PatchTST,96,ETTm2,0.06407546,1001,ipmutual,0.06441702,0.00034156000000000464,0.5302325379224382
TimeXer,96,Weather,0.0013273634,1251,pmutual,0.0013344327,7.069300000000058e-06,0.5297606990596122
TimeXer,96,ETTh1,0.056342732,1501,iprollcov.csv,0.056639295,0.0002965629999999997,0.5235993844909258
PatchTST,96,ETTm2,0.06408157,751,prollcorr.csv,0.06441702,0.000335450000000001,0.5207474670514112
TimeXer,96,ECL,0.26742354,1001,prollcov.csv,0.26882008,0.0013965400000000017,0.5195073225184672
iTransformer,96,ETTm1,0.030240757,501,prollcorr.csv,0.030397011,0.0001562540000000015,0.5140439630725583
PatchTST,96,ETTm1,0.029258903,501,pfarm.csv,0.029405579,0.00014667600000000183,0.498803305318361
TimeXer,96,ETTh1,0.056358755,1001,ipmutual,0.056639295,0.0002805399999999958,0.49530983745471374
TimeXer,96,ETTh1,0.056362517,1501,ipmutual,0.056639295,0.00027677799999999836,0.4886678056285806
TimeXer,96,ETTm2,0.06748866,501,pmutual,0.06781768,0.0003290199999999993,0.48515372392567735
TimeXer,96,ETTh1,0.056366384,1001,pfarm.csv,0.056639295,0.0002729110000000007,0.48184039013903807
TimeXer,96,ETTm2,0.06749455,1501,prollcorr.csv,0.06781768,0.0003231300000000048,0.47646867306579166
TimeXer,96,ETTm2,0.06749579,1001,ipmutual,0.06781768,0.00032189000000000523,0.4746402413058146
TimeXer,96,ETTh1,0.056371495,1251,prollcorr.csv,0.056639295,0.0002677999999999986,0.47281661962776655
TimeXer,96,ECL,0.2675627,501,pmutual,0.26882008,0.0012573800000000301,0.4677403563007756
TimeXer,96,ETTh2,0.14364803,501,ipmutual,0.14430724,0.0006592099999999934,0.4568100671871996
TimeXer,96,ETTm1,0.028366068,1501,ipmutual,0.028495742,0.00012967399999999976,0.4550644794580178
iTransformer,192,ETTh1,0.07216488,501,prollcorr.csv,0.07248679,0.0003219099999999947,0.44409471022236563
TimeXer,96,ETTh1,0.056394402,1001,iprollcorr.csv,0.056639295,0.00024489299999999603,0.4323729665067265
TimeXer,96,ETTm2,0.06752451,751,prollcorr.csv,0.06781768,0.00029317000000000926,0.4322914024779515
iTransformer,96,Traffic,0.15575482,1251,prollcorr.csv,0.15639566,0.0006408400000000036,0.40975561598065036
iTransformer,192,Weather,0.0015763739,501,ipentropy.csv,0.0015828296,6.455700000000068e-06,0.4078581800593107
iTransformer,192,ETTh1,0.07219355,751,ipmutual,0.07248679,0.00029324000000000017,0.4045426759827552
iTransformer,192,Weather,0.0015764893,1251,ipentropy.csv,0.0015828296,6.340299999999964e-06,0.40056743947674245
TimeXer,96,ETTh1,0.056414947,1501,pfarm.csv,0.056639295,0.00022434799999999921,0.3960995630330484
iTransformer,192,Weather,0.0015765992,501,pentropy.csv,0.0015828296,6.2304000000000005e-06,0.3936241778647556
iTransformer,192,ETTh2,0.19319789,751,pentropy.csv,0.19396114,0.0007632499999999931,0.39350665808625024
PatchTST,96,ETTm2,0.06416812,751,ipfarm.csv,0.06441702,0.0002489000000000102,0.38638856625160584
iTransformer,192,ECL,0.31545323,751,ipfarm.csv,0.3166597,0.001206470000000015,0.3809989082917767
TimeXer,96,ETTh1,0.056424923,1251,iprollcorr.csv,0.056639295,0.0002143719999999974,0.37848634945049614
TimeXer,96,ETTm1,0.028387906,1251,ipmutual,0.028495742,0.00010783600000000004,0.37842846836555455
iTransformer,96,ETTh2,0.13659963,1501,ipfarm.csv,0.13711844,0.0005188100000000084,0.37836632330415104
PatchTST,96,ETTm1,0.029295772,751,prollcov.csv,0.029405579,0.00010980699999999996,0.37342233594516183
iTransformer,192,Weather,0.0015769553,751,ipmutual,0.0015828296,5.874299999999999e-06,0.3711264939700394
PatchTST,96,ETTh2,0.135849,1501,pmutual,0.13635339,0.0005043899999999935,0.3699137953225758
iTransformer,96,ETTh1,0.05847191,751,pfarm.csv,0.058687977,0.00021606700000000034,0.3681622898673102
iTransformer,96,ETTh1,0.05847205,1001,pmutual,0.058687977,0.00021592700000000464,0.36792374015550855
TimeXer,96,Traffic,0.16782369,1001,prollcov.csv,0.1684373,0.0006136100000000144,0.3642957943400983
PatchTST,96,ETTh2,0.13585697,1001,iprollcorr.csv,0.13635339,0.0004964199999999974,0.3640686894546571
iTransformer,96,ETTh2,0.13662449,1001,iprollcov.csv,0.13711844,0.0004939500000000208,0.3602360120199885
TimeXer,96,ETTm1,0.028394949,1251,ipfarm.csv,0.028495742,0.0001007930000000018,0.3537124950106644
PatchTST,96,ETTm1,0.029302185,751,pfarm.csv,0.029405579,0.00010339399999999971,0.3516135492519964
iTransformer,96,ETTh1,0.05848193,1251,ipentropy.csv,0.058687977,0.00020604700000000087,0.3510889462078423
TimeXer,96,ETTm1,0.028397107,1501,pentropy.csv,0.028495742,9.86349999999997e-05,0.3461394337441702
TimeXer,96,Traffic,0.1678583,501,ipfarm.csv,0.1684373,0.0005790000000000239,0.34374808905154847
PatchTST,96,ETTm1,0.02930507,501,prollcov.csv,0.029405579,0.0001005090000000021,0.34180248584801576
iTransformer,192,Traffic,0.15498559,501,iprollcorr.csv,0.15551504,0.0005294499999999869,0.3404493867602689
iTransformer,96,ETTh1,0.058495767,1251,iprollcorr.csv,0.058687977,0.00019221000000000515,0.32751171504856125
PatchTST,96,ETTm1,0.02931034,1001,pfarm.csv,0.029405579,9.523900000000043e-05,0.3238807166490428
TimeXer,96,ETTh1,0.056457568,751,pentropy.csv,0.056639295,0.00018172699999999958,0.32084968571730915
iTransformer,96,Traffic,0.15589485,501,ipfarm.csv,0.15639566,0.0005008099999999904,0.32021988333946766
iTransformer,192,ETTh1,0.072254695,1001,iprollcorr.csv,0.07248679,0.0002320950000000016,0.32018937519512397
PatchTST,96,ETTh2,0.13591723,751,iprollcorr.csv,0.13635339,0.000436159999999991,0.31987470205177226
iTransformer,96,Traffic,0.15589967,501,iprollcov.csv,0.15639566,0.0004959900000000017,0.3171379563857474
PatchTST,96,ETTh2,0.1359334,501,prollcorr.csv,0.13635339,0.0004199899999999812,0.30801581097468955
TimeXer,96,ETTm2,0.0676089,751,ipentropy.csv,0.06781768,0.00020878000000000563,0.30785482487753285
PatchTST,96,ETTm2,0.0642197,501,ipmutual,0.06441702,0.00019732000000000083,0.30631656043697897
iTransformer,96,ETTh2,0.13670695,1501,iprollcov.csv,0.13711844,0.00041149000000001434,0.3000982216542241
PatchTST,96,ETTm1,0.029317778,501,ipmutual,0.029405579,8.780100000000193e-05,0.29858619685741244
PatchTST,96,ETTh2,0.13594812,1001,prollcorr.csv,0.13635339,0.00040526999999998536,0.2972203331358211
PatchTST,96,ETTm1,0.029318394,751,iprollcorr.csv,0.029405579,8.718500000000004e-05,0.2964913562831054
iTransformer,192,ETTh2,0.19338766,1001,ipfarm.csv,0.19396114,0.0005734800000000151,0.29566747236070845
PatchTST,96,ETTm1,0.029319193,501,iprollcorr.csv,0.029405579,8.63860000000008e-05,0.29377418482390977
iTransformer,96,ETTh2,0.13672127,1251,pfarm.csv,0.13711844,0.00039717000000000224,0.2896546956047649
iTransformer,96,ETTh2,0.13672392,1001,iprollcorr.csv,0.13711844,0.0003945200000000093,0.28772205984841226
PatchTST,96,ETTm1,0.029321311,751,prollcorr.csv,0.029405579,8.426800000000192e-05,0.28657146999214644
iTransformer,192,ETTh2,0.19341256,1001,pentropy.csv,0.19396114,0.000548579999999993,0.28282984931929817
iTransformer,96,Weather,0.0013903936,501,iprollcorr.csv,0.0013943221,3.9285000000000014e-06,0.2817498195000998
TimeXer,96,ETTm1,0.028415835,501,ipmutual,0.028495742,7.990700000000059e-05,0.28041733393010293
PatchTST,96,ETTh2,0.13597181,501,iprollcorr.csv,0.13635339,0.0003815799999999925,0.27984636098889254
iTransformer,192,ETTm2,0.11984517,501,ipfarm.csv,0.12018147,0.0003362999999999977,0.27982683187349744
iTransformer,192,ECL,0.31577608,1251,pfarm.csv,0.3166597,0.0008836199999999739,0.2790440337055754
PatchTST,96,ETTm1,0.029324388,1251,pmutual,0.029405579,8.119100000000129e-05,0.27610746926629565
PatchTST,96,ETTm1,0.029326163,1001,ipmutual,0.029405579,7.941600000000229e-05,0.2700711997543129
PatchTST,96,ETTh2,0.13598707,1001,ipmutual,0.13635339,0.0003663200000000033,0.268654853392353
PatchTST,96,ETTm1,0.029326856,1501,prollcov.csv,0.029405579,7.872300000000276e-05,0.2677145041082264
iTransformer,96,ETTh1,0.058531974,1251,iprollcov.csv,0.058687977,0.00015600300000000178,0.2658176477952235
iTransformer,96,ECL,0.27803597,1251,pmutual,0.2787739,0.0007379299999999978,0.2647055552905052
iTransformer,192,ETTh2,0.19345221,751,iprollcov.csv,0.19396114,0.0005089299999999908,0.2623876102192381
TimeXer,96,ETTm1,0.028421555,751,ipfarm.csv,0.028495742,7.418699999999986e-05,0.2603441594888102
iTransformer,192,Weather,0.0015788315,1501,ipfarm.csv,0.0015828296,3.9981000000001e-06,0.2525919404085
TimeXer,96,ETTh1,0.056499373,501,pentropy.csv,0.056639295,0.00013992200000000066,0.24704050430006352
iTransformer,192,Traffic,0.15513094,1251,prollcorr.csv,0.15551504,0.00038409999999999833,0.24698575777622434
iTransformer,192,Weather,0.0015789331,1001,iprollcorr.csv,0.0015828296,3.896499999999931e-06,0.2461730561520919
TimeXer,96,ETTh1,0.05649988,751,pfarm.csv,0.056639295,0.0001394149999999969,0.24614536603959655
PatchTST,96,ETTh2,0.13602492,501,ipmutual,0.13635339,0.0003284699999999974,0.24089610093302222
TimeXer,96,ETTh1,0.056503538,1251,prollcov.csv,0.056639295,0.00013575700000000024,0.2396869523181746
PatchTST,96,ETTh2,0.13603011,1501,prollcorr.csv,0.13635339,0.00032327999999998136,0.2370898149286801
PatchTST,96,ETTh2,0.1360303,1501,ipmutual,0.13635339,0.0003230899999999981,0.23695047112506562
iTransformer,192,ETTh2,0.193517,751,iprollcorr.csv,0.19396114,0.00044414000000000953,0.22898401195208976
TimeXer,96,ETTh1,0.056509748,1251,ipmutual,0.056639295,0.0001295470000000007,0.22872283279656058
TimeXer,96,ETTh1,0.056510027,1501,pmutual,0.056639295,0.00012926800000000183,0.22823024191950453
iTransformer,192,ETTh1,0.07232307,501,ipfarm.csv,0.07248679,0.0001637199999999922,0.225861843240668
TimeXer,96,ETTm1,0.02843168,1001,ipfarm.csv,0.028495742,6.406200000000015e-05,0.2248125351499889
iTransformer,96,ETTm1,0.030329531,1001,prollcov.csv,0.030397011,6.74800000000017e-05,0.2219955113349852
iTransformer,192,ETTh2,0.19353242,1501,iprollcov.csv,0.19396114,0.00042871999999999355,0.2210339658758417
PatchTST,96,ETTm2,0.0642758,1001,ipentropy.csv,0.06441702,0.00014122000000001134,0.21922777551648823
iTransformer,192,ECL,0.3159761,751,pfarm.csv,0.3166597,0.0006836000000000064,0.21587843353606614
PatchTST,96,ETTm1,0.029342469,751,ipfarm.csv,0.029405579,6.311000000000164e-05,0.21461913740927063
TimeXer,96,Traffic,0.16807628,1501,ipfarm.csv,0.1684373,0.00036102000000001744,0.21433494837545924
PatchTST,96,ETTh2,0.13606298,501,pfarm.csv,0.13635339,0.00029040999999999095,0.21298333690126145
PatchTST,96,ETTh2,0.13606857,751,pfarm.csv,0.13635339,0.0002848199999999912,0.208883695520875
iTransformer,96,ETTm2,0.0756582,1001,pfarm.csv,0.0758165,0.0001583000000000001,0.20879360033765754
TimeXer,96,ETTm1,0.028436499,1001,ipentropy.csv,0.028495742,5.924300000000049e-05,0.20790123661282617
PatchTST,96,ETTm1,0.02934445,1501,ipmutual,0.029405579,6.112900000000004e-05,0.2078823205623669
iTransformer,192,ETTm1,0.044526935,1251,ipentropy.csv,0.04461782,9.088500000000582e-05,0.2036966395937897
iTransformer,192,ETTm1,0.044527497,1501,pfarm.csv,0.04461782,9.032300000000326e-05,0.20243705317741487
TimeXer,96,Weather,0.0013317567,501,pentropy.csv,0.0013344327,2.6760000000000672e-06,0.20053465416428026
TimeXer,96,Weather,0.0013318469,501,ipentropy.csv,0.0013344327,2.5858000000001e-06,0.19377522748056905
PatchTST,96,ETTh2,0.13609333,1001,iprollcov.csv,0.13635339,0.00026005999999997864,0.1907249977429814
PatchTST,96,ETTh2,0.136095,501,iprollcov.csv,0.13635339,0.00025838999999999723,0.18950023904796004
iTransformer,96,ETTh2,0.13685904,751,ipentropy.csv,0.13711844,0.0002594000000000207,0.1891795151695284
PatchTST,96,ETTm1,0.029350132,1501,iprollcorr.csv,0.029405579,5.5447000000000135e-05,0.18855945669357552
TimeXer,96,Weather,0.0013319175,1001,prollcorr.csv,0.0013344327,2.515200000000094e-06,0.18848458974364868
TimeXer,96,ETTm2,0.06769054,1251,prollcorr.csv,0.06781768,0.0001271400000000117,0.1874732370674014
iTransformer,192,ETTh1,0.07235101,1251,pfarm.csv,0.07248679,0.000135780000000002,0.1873168890497179
iTransformer,192,ETTm1,0.044535212,501,pfarm.csv,0.04461782,8.260800000000484e-05,0.18514575566445166
iTransformer,192,ETTh2,0.19360496,1001,ipentropy.csv,0.19396114,0.0003561800000000115,0.1836347218829563
iTransformer,192,ETTh1,0.07235396,1001,prollcorr.csv,0.07248679,0.00013283000000000045,0.18324718200378368
iTransformer,192,Weather,0.0015799516,1501,iprollcorr.csv,0.0015828296,2.877999999999995e-06,0.18182626860149667
PatchTST,96,ETTh2,0.13610898,1001,pmutual,0.13635339,0.00024441000000000046,0.17924746865479507
iTransformer,192,ETTh1,0.07235954,501,ipentropy.csv,0.07248679,0.00012724999999999542,0.1755492276592679
TimeXer,96,ETTh1,0.05653987,501,prollcov.csv,0.056639295,9.942500000000021e-05,0.17554067366128093
iTransformer,96,ETTm1,0.030344015,1501,pfarm.csv,0.030397011,5.299600000000307e-05,0.17434608948887462
iTransformer,96,ETTh2,0.13688232,501,pentropy.csv,0.13711844,0.00023612000000000632,0.1722014923740427
PatchTST,96,ETTm2,0.064307086,1501,iprollcorr.csv,0.06441702,0.00010993400000000597,0.17065986597952834
iTransformer,192,ETTh1,0.072363295,1001,iprollcov.csv,0.07248679,0.00012349500000000124,0.17036897343640303
iTransformer,96,ETTh2,0.13688566,751,prollcov.csv,0.13711844,0.00023278000000001575,0.16976564202452693
iTransformer,96,ETTh2,0.1368879,1501,pfarm.csv,0.13711844,0.0002305400000000013,0.16813201783801018
TimeXer,96,ECL,0.26837066,1501,pfarm.csv,0.26882008,0.0004494200000000337,0.1671824515490188
PatchTST,96,ETTh2,0.13612641,751,pmutual,0.13635339,0.00022697999999998775,0.1664645081431329
TimeXer,96,ETTh1,0.05654652,1501,iprollcorr.csv,0.056639295,9.277499999999633e-05,0.16379970831204085
PatchTST,96,ETTm1,0.02935854,501,ipfarm.csv,0.029405579,4.703900000000219e-05,0.15996624314046728
iTransformer,192,ETTh2,0.19365227,1501,pentropy.csv,0.19396114,0.00030887000000001663,0.159243238104301
iTransformer,96,ETTm1,0.030349141,1501,ipentropy.csv,0.030397011,4.787000000000194e-05,0.1574825893243317
iTransformer,96,ETTh2,0.13690315,1251,ipentropy.csv,0.13711844,0.00021529000000000686,0.15701024603255903
iTransformer,192,Traffic,0.15527326,751,iprollcorr.csv,0.15551504,0.000241779999999997,0.15547049340050775
iTransformer,96,ETTh1,0.058597267,1501,iprollcov.csv,0.058687977,9.071000000000079e-05,0.15456317398706856
iTransformer,96,ETTh2,0.13690779,1501,ipentropy.csv,0.13711844,0.00021065000000000667,0.1536263102176532
iTransformer,192,ETTh1,0.07237616,1501,prollcov.csv,0.07248679,0.00011063000000000045,0.15262091203100656
TimeXer,96,ETTm1,0.02845277,1251,ipentropy.csv,0.028495742,4.297200000000223e-05,0.15080147763831603
TimeXer,96,ETTh2,0.14409128,1001,pentropy.csv,0.14430724,0.00021596000000001503,0.14965292108699121
PatchTST,96,ETTm1,0.029362738,1001,ipfarm.csv,0.029405579,4.2841000000001794e-05,0.14569004065521646
TimeXer,96,ETTh1,0.056557193,751,ipmutual,0.056639295,8.210200000000056e-05,0.14495590031620373
TimeXer,96,Traffic,0.16821483,501,prollcorr.csv,0.1684373,0.0002224700000000024,0.13207882102123603
iTransformer,96,Traffic,0.15619612,1501,ipfarm.csv,0.15639566,0.00019953999999999805,0.1275866606528583
PatchTST,96,ETTh2,0.13618004,1501,prollcov.csv,0.13635339,0.0001733499999999888,0.12713288609838655
PatchTST,96,ETTm1,0.029368207,501,prollcorr.csv,0.029405579,3.7372000000000793e-05,0.12709152912785968
PatchTST,96,ETTh2,0.13618405,1251,ipmutual,0.13635339,0.00016933999999999005,0.12419199845342317
PatchTST,96,ETTm1,0.029369872,1501,pfarm.csv,0.029405579,3.5706999999999406e-05,0.12142933828985106
iTransformer,96,Traffic,0.15620755,1251,ipfarm.csv,0.15639566,0.00018810999999999134,0.12027827370656664
iTransformer,96,Traffic,0.156215,751,prollcov.csv,0.15639566,0.00018065999999999915,0.1155147144108725
PatchTST,96,ETTh2,0.13619688,751,prollcorr.csv,0.13635339,0.0001565099999999986,0.11478262476642392
iTransformer,96,ETTh1,0.05862211,501,ipentropy.csv,0.058687977,6.586700000000417e-05,0.11223252762657702
iTransformer,192,ETTm2,0.12004882,501,iprollcorr.csv,0.12018147,0.00013264999999999805,0.11037475244727664
iTransformer,96,ECL,0.2784682,1001,pfarm.csv,0.2787739,0.00030570000000001984,0.10965875930279693
PatchTST,96,ETTh2,0.1362057,1251,pentropy.csv,0.13635339,0.00014768999999997812,0.10831413872436771
iTransformer,96,Traffic,0.15623342,751,prollcorr.csv,0.15639566,0.00016223999999998018,0.10373689397773582
TimeXer,96,ETTh1,0.05658212,1001,iprollcov.csv,0.056639295,5.717499999999959e-05,0.10094581862291822
iTransformer,192,Traffic,0.15536319,501,ipfarm.csv,0.15551504,0.00015184999999998117,0.09764328903492625
iTransformer,96,ETTm1,0.030367471,1001,pentropy.csv,0.030397011,2.954000000000151e-05,0.09718060765909355
iTransformer,192,Traffic,0.15537083,1251,ipfarm.csv,0.15551504,0.00014421000000000572,0.0927305809135925
PatchTST,96,ETTh2,0.13623051,501,ipfarm.csv,0.13635339,0.00012287999999999188,0.0901187715244864
iTransformer,192,ETTh1,0.07242318,1001,pfarm.csv,0.07248679,6.360999999999173e-05,0.08775392040396841
iTransformer,192,ETTh1,0.07242473,751,ipentropy.csv,0.07248679,6.205999999998879e-05,0.08561559975271191
iTransformer,96,Traffic,0.15626223,751,pfarm.csv,0.15639566,0.00013342999999998995,0.08531566668793107
iTransformer,96,ETTm2,0.07575421,1501,iprollcov.csv,0.0758165,6.228999999999263e-05,0.08215889681005142
TimeXer,96,Traffic,0.16830227,751,ipfarm.csv,0.1684373,0.0001350300000000082,0.08016632895445854
TimeXer,96,ETTm2,0.067763776,1501,pfarm.csv,0.06781768,5.390400000000739e-05,0.07948369805632895
iTransformer,192,ETTh1,0.07243184,751,prollcorr.csv,0.07248679,5.4949999999998056e-05,0.0758069159911731
iTransformer,96,Traffic,0.15627725,1501,prollcov.csv,0.15639566,0.00011840999999998547,0.07571181962465293
iTransformer,192,ETTh1,0.07243306,751,ipfarm.csv,0.07248679,5.373000000000183e-05,0.07412385070438605
PatchTST,96,ETTh2,0.13625267,1251,iprollcov.csv,0.13635339,0.00010071999999999859,0.07386688369097284
iTransformer,192,ETTh1,0.072433464,1501,ipfarm.csv,0.07248679,5.3325999999992435e-05,0.07356650777333695
PatchTST,96,ETTm2,0.064370915,1001,pfarm.csv,0.06441702,4.6105000000004615e-05,0.07157269926489088
